tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
377,customer_0202,True,Tue Aug 22 23:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10202, it arrived damaged.",378,
378,SyntheticBrandSupport,False,Wed Aug 23 02:58:00 +0000 2023,@customer_0202 Thanks for flagging this - we'll process your refund for order 10202 right away.,,377
379,customer_0203,True,Wed Aug 23 06:00:00 +0000 2023,@SyntheticBrandSupport Tracking hasn't updated for order 10203 in 5 days.,380,
380,SyntheticBrandSupport,False,Wed Aug 23 06:56:00 +0000 2023,@customer_0203 That's not the experience we want for you - we'll arrange a replacement for order 10203 once you confirm your shipping address via DM.,,379
381,customer_0204,True,Thu Aug 24 22:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,,
382,customer_0205,True,Fri Aug 25 22:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,383,
383,SyntheticBrandSupport,False,Sat Aug 26 01:53:00 +0000 2023,@customer_0205 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,382
384,customer_0206,True,Sat Aug 26 16:00:00 +0000 2023,"@SyntheticBrandSupport I can't log into my account, it keeps saying wrong password.",385,
385,SyntheticBrandSupport,False,Sat Aug 26 19:27:00 +0000 2023,"@customer_0206 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,384
386,customer_0207,True,Sun Aug 27 17:00:00 +0000 2023,@SyntheticBrandSupport Payment of $49.99 did not go through but my bank shows it was taken.,387,
387,SyntheticBrandSupport,False,Sun Aug 27 19:41:00 +0000 2023,@customer_0207 Sorry about that! We can see the duplicate charge for order 10207 and have flagged it for our billing team to reverse within 3-5 business days.,,386
388,customer_0208,True,Mon Aug 28 16:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10208 before it ships?,389,
389,SyntheticBrandSupport,False,Mon Aug 28 16:37:00 +0000 2023,@customer_0208 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,388
390,customer_0209,True,Wed Aug 30 21:00:00 +0000 2023,@SyntheticBrandSupport Is there a student discount available?,391,
391,SyntheticBrandSupport,False,Thu Aug 31 00:21:00 +0000 2023,"@customer_0209 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,390
392,customer_0210,True,Thu Aug 31 16:00:00 +0000 2023,"@SyntheticBrandSupport I was charged twice for order 10210, can you check my payment?",393,
393,SyntheticBrandSupport,False,Thu Aug 31 17:27:00 +0000 2023,@customer_0210 Sorry about that! We can see the duplicate charge for order 10210 and have flagged it for our billing team to reverse within 3-5 business days.,,392
394,customer_0211,True,Fri Sep 01 08:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10211 was marked delivered but I never received it.,395,
395,SyntheticBrandSupport,False,Fri Sep 01 08:37:00 +0000 2023,@customer_0211 That's not the experience we want for you - we'll arrange a replacement for order 10211 once you confirm your shipping address via DM.,,394
396,customer_0212,True,Sat Sep 02 20:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10212, it arrived damaged.",397,
397,SyntheticBrandSupport,False,Sat Sep 02 20:48:00 +0000 2023,@customer_0212 We're sorry to hear that! We've started a refund for order 10212; it should reflect in your account within 5-7 business days.,,396
398,customer_0213,True,Sun Sep 03 01:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,399,
399,SyntheticBrandSupport,False,Sun Sep 03 03:51:00 +0000 2023,@customer_0213 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,398
400,customer_0214,True,Mon Sep 04 20:00:00 +0000 2023,@SyntheticBrandSupport Payment of $99.0 did not go through but my bank shows it was taken.,401,
401,SyntheticBrandSupport,False,Mon Sep 04 22:08:00 +0000 2023,@customer_0214 We understand the frustration. Please DM us your order 10214 and email on file so we can verify the payment and correct the charge.,,400
402,customer_0215,True,Wed Sep 06 14:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",403,
403,SyntheticBrandSupport,False,Wed Sep 06 15:57:00 +0000 2023,@customer_0215 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,402
404,customer_0216,True,Thu Sep 07 04:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,405,
405,SyntheticBrandSupport,False,Thu Sep 07 07:12:00 +0000 2023,@customer_0216 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,404
406,customer_0217,True,Fri Sep 08 11:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",407,
407,SyntheticBrandSupport,False,Fri Sep 08 11:36:00 +0000 2023,@customer_0217 We can help cancel order 10217 if it hasn't shipped yet - please DM your order email to confirm.,,406
408,customer_0218,True,Sat Sep 09 09:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",409,
409,SyntheticBrandSupport,False,Sat Sep 09 10:08:00 +0000 2023,@customer_0218 Thanks for flagging this - we'll process your refund for order 10218 right away.,,408
410,customer_0219,True,Sun Sep 10 23:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,411,
411,SyntheticBrandSupport,False,Mon Sep 11 01:12:00 +0000 2023,@customer_0219 Sorry for the disruption! Could you tell us your device/app version via DM so our tech team can investigate the crash?,,410
412,customer_0220,True,Mon Sep 11 00:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10220 was marked delivered but I never received it.,,
413,customer_0221,True,Tue Sep 12 11:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10221? It's been a few days.,414,
414,SyntheticBrandSupport,False,Tue Sep 12 13:37:00 +0000 2023,@customer_0221 Thanks for your patience! Order 10221 status can take up to 48 hours to update; we'll follow up if there's any delay.,,413
415,customer_0222,True,Thu Sep 14 17:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,416,
416,SyntheticBrandSupport,False,Thu Sep 14 17:39:00 +0000 2023,@customer_0222 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,415
417,customer_0223,True,Fri Sep 15 01:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10223 before it ships?,418,
418,SyntheticBrandSupport,False,Fri Sep 15 02:37:00 +0000 2023,@customer_0223 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,417
419,customer_0224,True,Sat Sep 16 08:00:00 +0000 2023,@SyntheticBrandSupport Is there a student discount available?,420,
420,SyntheticBrandSupport,False,Sat Sep 16 08:37:00 +0000 2023,"@customer_0224 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,419
421,customer_0225,True,Sun Sep 17 11:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,422,
422,SyntheticBrandSupport,False,Sun Sep 17 13:13:00 +0000 2023,@customer_0225 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,421
423,customer_0226,True,Mon Sep 18 15:00:00 +0000 2023,@SyntheticBrandSupport thanks for the follow back,,
424,customer_0227,True,Tue Sep 19 10:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,425,
425,SyntheticBrandSupport,False,Tue Sep 19 12:36:00 +0000 2023,@customer_0227 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,424
426,customer_0228,True,Thu Sep 21 09:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,427,
427,SyntheticBrandSupport,False,Thu Sep 21 10:29:00 +0000 2023,@customer_0228 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,426
428,customer_0229,True,Fri Sep 22 19:00:00 +0000 2023,"@SyntheticBrandSupport Order 10229 arrived damaged in the box, what should I do?",429,
429,SyntheticBrandSupport,False,Fri Sep 22 22:09:00 +0000 2023,@customer_0229 We're sorry to hear that! Please DM us order 10229 and we'll open an investigation with the carrier right away.,,428
430,customer_0230,True,Sat Sep 23 21:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",431,
431,SyntheticBrandSupport,False,Sat Sep 23 21:53:00 +0000 2023,@customer_0230 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,"430,999999"
432,customer_0231,True,Sun Sep 24 22:00:00 +0000 2023,"@SyntheticBrandSupport I can't log into my account, it keeps saying wrong password.",433,
433,SyntheticBrandSupport,False,Mon Sep 25 01:48:00 +0000 2023,@customer_0231 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,432
434,customer_0232,True,Mon Sep 25 06:00:00 +0000 2023,"@SyntheticBrandSupport Two factor code never arrives, I can't access my account.",435,
435,SyntheticBrandSupport,False,Mon Sep 25 08:19:00 +0000 2023,@customer_0232 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,434
436,customer_0233,True,Tue Sep 26 10:00:00 +0000 2023,@SyntheticBrandSupport Is there a student discount available?,437,
437,SyntheticBrandSupport,False,Tue Sep 26 12:41:00 +0000 2023,@customer_0233 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,436
438,customer_0234,True,Thu Sep 28 09:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10234 was marked delivered but I never received it.,,
439,customer_0235,True,Fri Sep 29 10:00:00 +0000 2023,"@SyntheticBrandSupport Order 10235 shows processing for a week now, any update?",440,
440,SyntheticBrandSupport,False,Fri Sep 29 11:18:00 +0000 2023,@customer_0235 Thanks for your patience! Order 10235 status can take up to 48 hours to update; we'll follow up if there's any delay.,,439
441,customer_0236,True,Sat Sep 30 11:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",442,
442,SyntheticBrandSupport,False,Sat Sep 30 14:07:00 +0000 2023,@customer_0236 We can help cancel order 10236 if it hasn't shipped yet - please DM your order email to confirm.,,441
443,customer_0237,True,Sun Oct 01 06:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10237 was marked delivered but I never received it.,444,
444,SyntheticBrandSupport,False,Sun Oct 01 08:28:00 +0000 2023,@customer_0237 That's not the experience we want for you - we'll arrange a replacement for order 10237 once you confirm your shipping address via DM.,,443
445,customer_0238,True,Mon Oct 02 01:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10238? It's been a few days.,446,
446,SyntheticBrandSupport,False,Mon Oct 02 01:30:00 +0000 2023,@customer_0238 Let us check on order 10238 for you - please DM your order confirmation email so we can look into the current status.,,445
447,customer_0239,True,Tue Oct 03 00:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10239? It's not what I expected.,,
448,customer_0240,True,Wed Oct 04 20:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,449,
449,SyntheticBrandSupport,False,Wed Oct 04 21:27:00 +0000 2023,@customer_0240 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,448
450,customer_0241,True,Fri Oct 06 07:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10241? It's not what I expected.,451,
451,SyntheticBrandSupport,False,Fri Oct 06 10:58:00 +0000 2023,@customer_0241 We're sorry to hear that! We've started a refund for order 10241; it should reflect in your account within 5-7 business days.,,450
452,customer_0242,True,Sat Oct 07 12:00:00 +0000 2023,"@SyntheticBrandSupport Locked out of my account after resetting my password, please help.",453,
453,SyntheticBrandSupport,False,Sat Oct 07 15:49:00 +0000 2023,@customer_0242 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,452
454,customer_0243,True,Sun Oct 08 09:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",,
455,customer_0244,True,Mon Oct 09 14:00:00 +0000 2023,"@SyntheticBrandSupport Locked out of my account after resetting my password, please help.",456,
456,SyntheticBrandSupport,False,Mon Oct 09 15:29:00 +0000 2023,"@customer_0244 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,455
457,customer_0245,True,Tue Oct 10 00:00:00 +0000 2023,@SyntheticBrandSupport Tracking hasn't updated for order 10245 in 5 days.,458,
458,SyntheticBrandSupport,False,Tue Oct 10 02:30:00 +0000 2023,@customer_0245 That's not the experience we want for you - we'll arrange a replacement for order 10245 once you confirm your shipping address via DM.,,457
459,customer_0246,True,Wed Oct 11 16:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10246 before it ships?,460,
460,SyntheticBrandSupport,False,Wed Oct 11 16:52:00 +0000 2023,@customer_0246 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,459
461,customer_0247,True,Fri Oct 13 08:00:00 +0000 2023,"@SyntheticBrandSupport Order 10247 shows processing for a week now, any update?",462,
462,SyntheticBrandSupport,False,Fri Oct 13 09:29:00 +0000 2023,@customer_0247 Thanks for your patience! Order 10247 status can take up to 48 hours to update; we'll follow up if there's any delay.,,461
463,customer_0248,True,Sat Oct 14 20:00:00 +0000 2023,@SyntheticBrandSupport Payment of $49.99 did not go through but my bank shows it was taken.,464,
464,SyntheticBrandSupport,False,Sat Oct 14 22:55:00 +0000 2023,@customer_0248 Sorry about that! We can see the duplicate charge for order 10248 and have flagged it for our billing team to reverse within 3-5 business days.,,463
465,customer_0249,True,Sun Oct 15 22:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10249 before it ships?,466,
466,SyntheticBrandSupport,False,Sun Oct 15 23:39:00 +0000 2023,@customer_0249 We can help cancel order 10249 if it hasn't shipped yet - please DM your order email to confirm.,,465
467,customer_0250,True,Mon Oct 16 04:00:00 +0000 2023,"@SyntheticBrandSupport Locked out of my account after resetting my password, please help.",468,
468,SyntheticBrandSupport,False,Mon Oct 16 05:51:00 +0000 2023,@customer_0250 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,467
469,customer_0251,True,Tue Oct 17 21:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10251? It's been a few days.,470,
470,SyntheticBrandSupport,False,Tue Oct 17 21:24:00 +0000 2023,@customer_0251 Thanks for your patience! Order 10251 status can take up to 48 hours to update; we'll follow up if there's any delay.,,469
471,customer_0252,True,Wed Oct 18 17:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10252? It's been a few days.,472,
472,SyntheticBrandSupport,False,Wed Oct 18 17:34:00 +0000 2023,@customer_0252 Thanks for your patience! Order 10252 status can take up to 48 hours to update; we'll follow up if there's any delay.,,471
473,customer_0253,True,Thu Oct 19 16:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,474,
474,SyntheticBrandSupport,False,Thu Oct 19 16:38:00 +0000 2023,@customer_0253 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,473
475,customer_0254,True,Sat Oct 21 14:00:00 +0000 2023,@SyntheticBrandSupport Payment of $150.0 did not go through but my bank shows it was taken.,476,
476,SyntheticBrandSupport,False,Sat Oct 21 15:10:00 +0000 2023,@customer_0254 We understand the frustration. Please DM us your order 10254 and email on file so we can verify the payment and correct the charge.,,475
477,customer_0255,True,Sun Oct 22 13:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",478,
478,SyntheticBrandSupport,False,Sun Oct 22 16:53:00 +0000 2023,@customer_0255 We're sorry to hear that! We've started a refund for order 10255; it should reflect in your account within 5-7 business days.,,477
479,customer_0256,True,Mon Oct 23 13:00:00 +0000 2023,"@SyntheticBrandSupport I was charged twice for order 10256, can you check my payment?",480,
480,SyntheticBrandSupport,False,Mon Oct 23 14:40:00 +0000 2023,@customer_0256 We understand the frustration. Please DM us your order 10256 and email on file so we can verify the payment and correct the charge.,,479
481,customer_0257,True,Tue Oct 24 02:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",482,
482,SyntheticBrandSupport,False,Tue Oct 24 02:35:00 +0000 2023,@customer_0257 We can help cancel order 10257 if it hasn't shipped yet - please DM your order email to confirm.,,481
483,customer_0258,True,Wed Oct 25 00:00:00 +0000 2023,"@SyntheticBrandSupport I can't log into my account, it keeps saying wrong password.",,
484,customer_0259,True,Thu Oct 26 12:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",485,
485,SyntheticBrandSupport,False,Thu Oct 26 12:44:00 +0000 2023,@customer_0259 We can help cancel order 10259 if it hasn't shipped yet - please DM your order email to confirm.,,484
